year,team,shirt_number,position,player,birth_date,caps,goals,club,club_country,league_country,iffhs_ranking_year,iffhs_league_rank,clubelo_name,clubelo_rating,clubelo_division_level,clubelo_date
2018,Serbia,5,DF,Uroš Spajić,1993-02-13,5,0.0,Anderlecht,Belgium,Belgium,2017,26.0,Anderlecht,1612.8,1.0,2018-01-01
2018,Serbia,6,DF,Branislav Ivanović,1984-02-22,103,13.0,Zenit Saint Petersburg,Russia,Russia,2017,10.0,Zenit,1755.1,1.0,2018-01-01
2018,Serbia,7,MF,Andrija Živković,1996-07-11,10,0.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1719.1,1.0,2018-01-01
2018,Serbia,8,FW,Aleksandar Prijović,1990-04-21,9,1.0,PAOK,Greece,Greece,2017,11.0,PAOK,1566.5,1.0,2018-01-01
2018,Serbia,9,FW,Aleksandar Mitrović,1994-09-16,37,16.0,Fulham,England,England,2017,2.0,Fulham,1534.7,2.0,2018-01-01
2018,Serbia,10,MF,Dušan Tadić,1988-11-20,53,13.0,Southampton,England,England,2017,2.0,Southampton,1664.7,1.0,2018-01-01
2018,Serbia,11,DF,Aleksandar Kolarov,1985-11-10,76,10.0,Roma,Italy,Italy,2017,4.0,Roma,1854.1,1.0,2018-01-01
2018,Serbia,12,GK,Predrag Rajković,1995-10-31,8,0.0,Maccabi Tel Aviv,Israel,Israel,2017,12.0,,,,
2018,Serbia,13,DF,Miloš Veljković,1995-09-26,2,0.0,Werder Bremen,Germany,Germany,2017,8.0,Werder,1619.4,1.0,2018-01-01
2018,Serbia,14,DF,Milan Rodić,1991-04-02,1,0.0,Red Star Belgrade,Serbia,Serbia,2017,38.0,Crvena Zvezda,1447.9,0.0,2018-01-01
2018,Serbia,15,DF,Nikola Milenković,1997-10-12,3,0.0,Fiorentina,Italy,Italy,2017,4.0,Fiorentina,1685.4,1.0,2018-01-01
2018,Serbia,16,MF,Marko Grujić,1996-04-13,8,0.0,Cardiff City,Wales,England,2017,2.0,Cardiff,1526.0,2.0,2018-01-01
2018,Serbia,17,MF,Filip Kostić,1992-11-01,23,2.0,Hamburger SV,Germany,Germany,2017,8.0,Hamburg,1570.0,1.0,2018-01-01
2018,Serbia,18,FW,Nemanja Radonjić,1996-02-15,3,0.0,Red Star Belgrade,Serbia,Serbia,2017,38.0,Crvena Zvezda,1447.9,0.0,2018-01-01
2018,Serbia,19,FW,Luka Jović,1997-12-23,1,0.0,Eintracht Frankfurt,Germany,Germany,2017,8.0,Frankfurt,1628.2,1.0,2018-01-01
2018,Serbia,20,MF,Sergej Milinković-Savić,1995-02-27,4,0.0,Lazio,Italy,Italy,2017,4.0,Lazio,1747.9,1.0,2018-01-01
2018,Serbia,21,MF,Nemanja Matić,1988-08-01,40,2.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,Serbia,22,MF,Adem Ljajić,1991-09-29,29,6.0,Torino,Italy,Italy,2017,4.0,Torino,1654.6,1.0,2018-01-01
2018,Serbia,23,GK,Marko Dmitrović,1992-01-24,2,0.0,Eibar,Spain,Spain,2017,1.0,Eibar,1700.8,1.0,2018-01-01
2018,Switzerland,1,GK,Yann Sommer,1988-12-17,35,0.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Switzerland,2,DF,Stephan Lichtsteiner,1984-01-16,100,8.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Switzerland,3,DF,François Moubandje,1990-06-21,18,0.0,Toulouse,France,France,2017,5.0,Toulouse,1522.5,1.0,2018-01-01
2018,Switzerland,4,DF,Nico Elvedi,1996-09-30,6,0.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Switzerland,5,DF,Manuel Akanji,1995-07-19,7,0.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1758.5,1.0,2018-01-01
2018,Switzerland,6,DF,Michael Lang,1991-02-08,24,2.0,Basel,Switzerland,Switzerland,2017,21.0,Basel,1714.7,1.0,2018-01-01
2018,Switzerland,7,FW,Breel Embolo,1997-02-14,25,3.0,Schalke 04,Germany,Germany,2017,8.0,Schalke,1704.5,1.0,2018-01-01
2018,Switzerland,8,MF,Remo Freuler,1992-04-15,10,0.0,Atalanta,Italy,Italy,2017,4.0,Atalanta,1730.9,1.0,2018-01-01
2018,Switzerland,9,FW,Haris Seferovic,1992-02-22,51,12.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1719.1,1.0,2018-01-01
2018,Switzerland,10,MF,Granit Xhaka,1992-09-27,62,9.0,Arsenal,England,England,2017,2.0,Arsenal,1839.3,1.0,2018-01-01
2018,Switzerland,11,MF,Valon Behrami,1985-04-19,79,2.0,Udinese,Italy,Italy,2017,4.0,Udinese,1626.3,1.0,2018-01-01
2018,Switzerland,12,GK,Yvon Mvogo,1994-06-06,0,0.0,RB Leipzig,Germany,Germany,2017,8.0,RB Leipzig,1686.5,1.0,2018-01-01
2018,Switzerland,13,DF,Ricardo Rodríguez,1992-08-25,53,5.0,Milan,Italy,Italy,2017,4.0,Milan,1656.3,1.0,2018-01-01
2018,Switzerland,14,MF,Steven Zuber,1991-08-17,12,3.0,1899 Hoffenheim,Germany,Germany,2017,8.0,Hoffenheim,1668.7,1.0,2018-01-01
2018,Switzerland,15,MF,Blerim Džemaili,1986-04-12,65,9.0,Bologna,Italy,Italy,2017,4.0,Bologna,1578.8,1.0,2018-01-01
2018,Switzerland,16,MF,Gelson Fernandes,1986-09-02,67,2.0,Eintracht Frankfurt,Germany,Germany,2017,8.0,Frankfurt,1628.2,1.0,2018-01-01
2018,Switzerland,17,MF,Denis Zakaria,1996-11-20,10,0.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Switzerland,18,FW,Mario Gavranović,1989-11-24,14,5.0,Dinamo Zagreb,Croatia,Croatia,2017,19.0,Dinamo Zagreb,1638.3,1.0,2018-01-01
2018,Switzerland,19,FW,Josip Drmić,1992-08-08,29,9.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Switzerland,20,DF,Johan Djourou,1987-01-18,74,2.0,Antalyaspor,Turkey,Turkey,2017,14.0,Antalyaspor,1467.4,1.0,2018-01-01
2018,Switzerland,21,GK,Roman Bürki,1990-11-14,9,0.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1758.5,1.0,2018-01-01
2018,Switzerland,22,DF,Fabian Schär,1991-12-20,39,7.0,Deportivo La Coruña,Spain,Spain,2017,1.0,Depor,1610.7,1.0,2018-01-01
2018,Switzerland,23,MF,Xherdan Shaqiri,1991-10-10,70,20.0,Stoke City,England,England,2017,2.0,Stoke,1638.4,1.0,2018-01-01
2018,Germany,1,GK,Manuel Neuer,1986-03-27,76,0.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,2,DF,Marvin Plattenhardt,1992-01-26,6,0.0,Hertha BSC,Germany,Germany,2017,8.0,Hertha,1615.2,1.0,2018-01-01
2018,Germany,3,DF,Jonas Hector,1990-05-27,38,3.0,1. FC Köln,Germany,Germany,2017,8.0,Koeln,1552.5,1.0,2018-01-01
2018,Germany,4,DF,Matthias Ginter,1994-01-19,18,0.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Germany,5,DF,Mats Hummels,1988-12-16,64,5.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,6,MF,Sami Khedira,1987-04-04,75,7.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Germany,7,MF,Julian Draxler,1993-09-20,44,6.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Germany,8,MF,Toni Kroos,1990-01-04,83,12.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Germany,9,FW,Timo Werner,1996-03-06,14,8.0,RB Leipzig,Germany,Germany,2017,8.0,RB Leipzig,1686.5,1.0,2018-01-01
2018,Germany,10,MF,Mesut Özil,1988-10-15,90,23.0,Arsenal,England,England,2017,2.0,Arsenal,1839.3,1.0,2018-01-01
2018,Germany,11,FW,Marco Reus,1989-05-31,31,9.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1758.5,1.0,2018-01-01
2018,Germany,12,GK,Kevin Trapp,1990-07-08,3,0.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Germany,13,MF,Thomas Müller,1989-09-13,91,38.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,14,MF,Leon Goretzka,1995-02-06,15,6.0,Schalke 04,Germany,Germany,2017,8.0,Schalke,1704.5,1.0,2018-01-01
2018,Germany,15,DF,Niklas Süle,1995-09-03,11,0.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,16,DF,Antonio Rüdiger,1993-03-03,24,1.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Germany,17,DF,Jérôme Boateng,1988-09-03,71,1.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,18,DF,Joshua Kimmich,1995-02-08,29,3.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,19,MF,Sebastian Rudy,1990-02-28,25,1.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,Germany,20,MF,Julian Brandt,1996-05-02,16,1.0,Bayer Leverkusen,Germany,Germany,2017,8.0,Leverkusen,1712.5,1.0,2018-01-01
2018,Germany,21,MF,İlkay Gündoğan,1990-10-24,26,4.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Germany,22,GK,Marc-André ter Stegen,1992-04-30,20,0.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Germany,23,FW,Mario Gómez,1985-07-10,75,31.0,VfB Stuttgart,Germany,Germany,2017,8.0,Stuttgart,1556.8,1.0,2018-01-01
2018,Mexico,1,GK,José de Jesús Corona,1981-01-26,52,0.0,Cruz Azul,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,2,DF,Hugo Ayala,1987-03-31,43,1.0,UANL,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,3,DF,Carlos Salcedo,1993-09-29,21,0.0,Eintracht Frankfurt,Germany,Germany,2017,8.0,Frankfurt,1628.2,1.0,2018-01-01
2018,Mexico,4,DF,Rafael Márquez,1979-02-13,145,18.0,Atlas,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,5,MF,Érick Gutiérrez,1995-06-15,9,0.0,Pachuca,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,6,MF,Jonathan dos Santos,1990-04-26,32,0.0,LA Galaxy,United States,United States,2017,52.0,,,,
2018,Mexico,7,MF,Miguel Layún,1988-06-25,64,6.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1771.9,1.0,2018-01-01
2018,Mexico,8,FW,Marco Fabián,1989-07-21,39,9.0,Eintracht Frankfurt,Germany,Germany,2017,8.0,Frankfurt,1628.2,1.0,2018-01-01
2018,Mexico,9,FW,Raúl Jiménez,1991-05-05,63,13.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1719.1,1.0,2018-01-01
2018,Mexico,10,MF,Giovani dos Santos,1989-05-11,105,19.0,LA Galaxy,United States,United States,2017,52.0,,,,
2018,Mexico,11,FW,Carlos Vela,1989-03-01,68,18.0,Los Angeles FC,United States,United States,2017,52.0,,,,
2018,Mexico,12,GK,Alfredo Talavera,1982-09-18,27,0.0,Toluca,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,13,GK,Guillermo Ochoa,1985-07-13,94,0.0,Standard Liège,Belgium,Belgium,2017,26.0,Standard,1464.4,1.0,2018-01-01
2018,Mexico,14,FW,Javier Hernández,1988-06-01,102,49.0,West Ham United,England,England,2017,2.0,West Ham,1645.2,1.0,2018-01-01
2018,Mexico,15,DF,Héctor Moreno,1988-01-17,92,3.0,Real Sociedad,Spain,Spain,2017,1.0,Sociedad,1723.1,1.0,2018-01-01
2018,Mexico,16,DF,Héctor Herrera,1990-04-19,66,5.0,Porto,Portugal,Portugal,2017,16.0,Porto,1771.4,1.0,2018-01-01
2018,Mexico,17,MF,Jesús Manuel Corona,1993-01-06,36,7.0,Porto,Portugal,Portugal,2017,16.0,Porto,1771.4,1.0,2018-01-01
2018,Mexico,18,MF,Andrés Guardado,1986-09-28,145,25.0,Real Betis,Spain,Spain,2017,1.0,Betis,1631.6,1.0,2018-01-01
2018,Mexico,19,FW,Oribe Peralta,1984-01-12,67,26.0,América,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,20,MF,Javier Aquino,1990-02-11,53,0.0,UANL,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,21,DF,Edson Álvarez,1997-10-24,13,1.0,América,Mexico,Mexico,2017,20.0,,,,
2018,Mexico,22,FW,Hirving Lozano,1995-07-30,28,7.0,PSV Eindhoven,Netherlands,Netherlands,2017,22.0,PSV,1673.0,1.0,2018-01-01
2018,Mexico,23,MF,Jesús Gallardo,1994-08-15,23,0.0,UNAM,Mexico,Mexico,2017,20.0,,,,
2018,South Korea,1,GK,Kim Seung-gyu,1990-09-30,33,0.0,Vissel Kobe,Japan,Japan,2017,31.0,,,,
2018,South Korea,2,DF,Lee Yong,1986-12-24,28,0.0,Jeonbuk Hyundai Motors,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,3,DF,Jung Seung-hyun,1994-04-03,6,0.0,Sagan Tosu,Japan,Japan,2017,31.0,,,,
2018,South Korea,4,DF,Oh Ban-suk,1988-05-20,2,0.0,Jeju United,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,5,DF,Yun Young-sun,1988-10-04,6,0.0,Seongnam FC,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,6,DF,Park Joo-ho,1987-01-16,36,0.0,Ulsan Hyundai,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,7,FW,Son Heung-min,1992-07-08,67,21.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,South Korea,8,MF,Ju Se-jong,1990-10-30,11,1.0,Asan Mugunghwa,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,9,FW,Kim Shin-wook,1988-04-14,50,10.0,Jeonbuk Hyundai Motors,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,10,MF,Lee Seung-woo,1998-01-06,4,0.0,Hellas Verona,Italy,Italy,2017,4.0,Verona,1508.3,1.0,2018-01-01
2018,South Korea,11,FW,Hwang Hee-chan,1996-01-26,14,2.0,Red Bull Salzburg,Austria,Austria,2017,18.0,Salzburg,1707.5,1.0,2018-01-01
2018,South Korea,12,DF,Kim Min-woo,1990-02-25,20,1.0,Sangju Sangmu,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,13,MF,Koo Ja-cheol,1989-02-27,68,19.0,FC Augsburg,Germany,Germany,2017,8.0,Augsburg,1636.9,1.0,2018-01-01
2018,South Korea,14,DF,Hong Chul,1990-09-17,14,0.0,Sangju Sangmu,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,15,MF,Jung Woo-young,1989-12-14,30,1.0,Vissel Kobe,Japan,Japan,2017,31.0,,,,
2018,South Korea,16,MF,Ki Sung-yueng,1989-01-24,102,10.0,Swansea City,Wales,England,2017,2.0,Swansea,1615.6,1.0,2018-01-01
2018,South Korea,17,MF,Lee Jae-sung,1992-08-10,35,6.0,Jeonbuk Hyundai Motors,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,18,MF,Moon Seon-min,1992-06-09,3,1.0,Incheon United,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,19,DF,Kim Young-gwon,1990-02-27,53,2.0,Guangzhou Evergrande,China,China,2017,38.0,,,,
2018,South Korea,20,DF,Jang Hyun-soo,1991-09-28,51,3.0,FC Tokyo,Japan,Japan,2017,31.0,,,,
2018,South Korea,21,GK,Kim Jin-hyeon,1987-07-06,15,0.0,Cerezo Osaka,Japan,Japan,2017,31.0,,,,
2018,South Korea,22,DF,Go Yo-han,1988-03-10,20,0.0,FC Seoul,South Korea,South Korea,2017,28.0,,,,
2018,South Korea,23,GK,Jo Hyeon-woo,1991-09-25,6,0.0,Daegu FC,South Korea,South Korea,2017,28.0,,,,
2018,Sweden,1,GK,Robin Olsen,1990-01-08,18,0.0,Copenhagen,Denmark,Denmark,2017,15.0,FC Kobenhavn,1524.5,1.0,2018-01-01
2018,Sweden,2,DF,Mikael Lustig,1986-12-13,66,6.0,Celtic,Scotland,Scotland,2017,25.0,Celtic,1560.7,1.0,2018-01-01
2018,Sweden,3,DF,Victor Lindelöf,1994-07-17,21,1.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,Sweden,4,DF,Andreas Granqvist,1985-04-16,72,6.0,Krasnodar,Russia,Russia,2017,10.0,FC Krasnodar,1662.6,1.0,2018-01-01
2018,Sweden,5,DF,Martin Olsson,1988-05-17,43,5.0,Swansea City,Wales,England,2017,2.0,Swansea,1615.6,1.0,2018-01-01
2018,Sweden,6,DF,Ludwig Augustinsson,1994-04-21,15,0.0,Werder Bremen,Germany,Germany,2017,8.0,Werder,1619.4,1.0,2018-01-01
2018,Sweden,7,MF,Sebastian Larsson,1985-06-06,100,6.0,Hull City,England,England,2017,2.0,Hull,1490.5,2.0,2018-01-01
2018,Sweden,8,MF,Albin Ekdal,1989-07-28,34,0.0,Hamburger SV,Germany,Germany,2017,8.0,Hamburg,1570.0,1.0,2018-01-01
2018,Sweden,9,FW,Marcus Berg,1986-08-17,57,18.0,Al Ain,United Arab Emirates,United Arab Emirates,2017,59.0,,,,
2018,Sweden,10,MF,Emil Forsberg,1991-10-23,36,6.0,RB Leipzig,Germany,Germany,2017,8.0,RB Leipzig,1686.5,1.0,2018-01-01
2018,Sweden,11,FW,John Guidetti,1992-04-15,20,1.0,Alavés,Spain,Spain,2017,1.0,Alaves,1649.9,1.0,2018-01-01
2018,Sweden,12,GK,Karl-Johan Johnsson,1990-01-28,5,0.0,Guingamp,France,France,2017,5.0,Guingamp,1565.5,1.0,2018-01-01
2018,Sweden,13,MF,Gustav Svensson,1987-02-07,13,0.0,Seattle Sounders FC,United States,United States,2017,52.0,,,,
2018,Sweden,14,DF,Filip Helander,1993-04-22,4,0.0,Bologna,Italy,Italy,2017,4.0,Bologna,1578.8,1.0,2018-01-01
2018,Sweden,15,MF,Oscar Hiljemark,1992-06-28,22,2.0,Genoa,Italy,Italy,2017,4.0,Genoa,1556.6,1.0,2018-01-01
2018,Sweden,16,DF,Emil Krafth,1994-08-02,13,0.0,Bologna,Italy,Italy,2017,4.0,Bologna,1578.8,1.0,2018-01-01
2018,Sweden,17,MF,Viktor Claesson,1992-01-02,22,3.0,Krasnodar,Russia,Russia,2017,10.0,FC Krasnodar,1662.6,1.0,2018-01-01
2018,Sweden,18,DF,Pontus Jansson,1991-02-13,15,0.0,Leeds United,England,England,2017,2.0,Leeds,1529.5,2.0,2018-01-01
2018,Sweden,19,MF,Marcus Rohdén,1991-05-11,12,1.0,Crotone,Italy,Italy,2017,4.0,Crotone,1503.4,1.0,2018-01-01
2018,Sweden,20,FW,Ola Toivonen,1986-07-03,59,13.0,Toulouse,France,France,2017,5.0,Toulouse,1522.5,1.0,2018-01-01
2018,Sweden,21,MF,Jimmy Durmaz,1989-03-22,45,3.0,Toulouse,France,France,2017,5.0,Toulouse,1522.5,1.0,2018-01-01
2018,Sweden,22,FW,Isaac Kiese Thelin,1992-06-24,20,2.0,Waasland-Beveren,Belgium,Belgium,2017,26.0,,,,
2018,Sweden,23,GK,Kristoffer Nordfeldt,1989-06-23,8,0.0,Swansea City,Wales,England,2017,2.0,Swansea,1615.6,1.0,2018-01-01
2018,Belgium,1,GK,Thibaut Courtois,1992-05-11,58,0.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Belgium,2,DF,Toby Alderweireld,1989-03-02,77,3.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,Belgium,3,DF,Thomas Vermaelen,1985-11-14,66,1.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Belgium,4,DF,Vincent Kompany,1986-04-10,77,4.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Belgium,5,DF,Jan Vertonghen,1987-04-24,102,8.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,Belgium,6,MF,Axel Witsel,1989-01-12,90,9.0,Tianjin Quanjian,China,China,2017,38.0,,,,
2018,Belgium,7,MF,Kevin De Bruyne,1991-06-28,62,14.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Belgium,8,MF,Marouane Fellaini,1987-11-22,82,17.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,Belgium,9,FW,Romelu Lukaku,1993-05-13,69,36.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,Belgium,10,FW,Eden Hazard,1991-01-07,86,22.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Belgium,11,MF,Yannick Carrasco,1993-09-04,26,5.0,Dalian Yifang,China,China,2017,38.0,,,,
2018,Belgium,12,GK,Simon Mignolet,1988-03-06,21,0.0,Liverpool,England,England,2017,2.0,Liverpool,1883.5,1.0,2018-01-01
2018,Belgium,13,GK,Koen Casteels,1992-06-25,0,0.0,VfL Wolfsburg,Germany,Germany,2017,8.0,Wolfsburg,1635.2,1.0,2018-01-01
2018,Belgium,14,FW,Dries Mertens,1987-05-06,69,14.0,Napoli,Italy,Italy,2017,4.0,Napoli,1876.1,1.0,2018-01-01
2018,Belgium,15,DF,Thomas Meunier,1991-09-12,25,5.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Belgium,16,MF,Thorgan Hazard,1993-03-29,11,1.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1682.9,1.0,2018-01-01
2018,Belgium,17,MF,Youri Tielemans,1997-05-07,9,0.0,Monaco,France,France,2017,5.0,Monaco,1764.9,1.0,2018-01-01
2018,Belgium,18,FW,Adnan Januzaj,1995-02-05,8,0.0,Real Sociedad,Spain,Spain,2017,1.0,Sociedad,1723.1,1.0,2018-01-01
2018,Belgium,19,MF,Mousa Dembélé,1987-07-16,76,5.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,Belgium,20,DF,Dedryck Boyata,1990-11-28,7,0.0,Celtic,Scotland,Scotland,2017,25.0,Celtic,1560.7,1.0,2018-01-01
2018,Belgium,21,FW,Michy Batshuayi,1993-10-02,16,7.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1758.5,1.0,2018-01-01
2018,Belgium,22,MF,Nacer Chadli,1989-08-02,45,5.0,West Bromwich Albion,England,England,2017,2.0,West Brom,1624.5,1.0,2018-01-01
2018,Belgium,23,DF,Leander Dendoncker,1995-04-15,5,0.0,Anderlecht,Belgium,Belgium,2017,26.0,Anderlecht,1612.8,1.0,2018-01-01
2018,England,1,GK,Jordan Pickford,1994-03-07,3,0.0,Everton,England,England,2017,2.0,Everton,1699.4,1.0,2018-01-01
2018,England,2,DF,Kyle Walker,1990-05-28,35,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,England,3,DF,Danny Rose,1990-07-02,18,0.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,England,4,MF,Eric Dier,1994-01-15,26,3.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,England,5,DF,John Stones,1994-05-28,26,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,England,6,DF,Harry Maguire,1993-03-05,5,0.0,Leicester City,England,England,2017,2.0,Leicester,1723.8,1.0,2018-01-01
2018,England,7,MF,Jesse Lingard,1992-12-15,12,1.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,England,8,MF,Jordan Henderson,1990-06-17,39,0.0,Liverpool,England,England,2017,2.0,Liverpool,1883.5,1.0,2018-01-01
2018,England,9,FW,Harry Kane,1993-07-28,24,13.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,England,10,FW,Raheem Sterling,1994-12-08,38,2.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,England,11,FW,Jamie Vardy,1987-01-11,22,7.0,Leicester City,England,England,2017,2.0,Leicester,1723.8,1.0,2018-01-01
2018,England,12,DF,Kieran Trippier,1990-09-19,7,0.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,England,13,GK,Jack Butland,1993-03-10,8,0.0,Stoke City,England,England,2017,2.0,Stoke,1638.4,1.0,2018-01-01
2018,England,14,FW,Danny Welbeck,1990-11-26,39,16.0,Arsenal,England,England,2017,2.0,Arsenal,1839.3,1.0,2018-01-01
2018,England,15,DF,Gary Cahill,1985-12-19,60,5.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,England,16,DF,Phil Jones,1992-02-21,25,0.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,England,17,DF,Fabian Delph,1989-11-21,11,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,England,18,DF,Ashley Young,1985-07-09,34,7.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,England,19,FW,Marcus Rashford,1997-10-31,19,3.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,England,20,MF,Dele Alli,1996-04-11,25,2.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1913.4,1.0,2018-01-01
2018,England,21,MF,Ruben Loftus-Cheek,1996-01-23,4,0.0,Crystal Palace,England,England,2017,2.0,Crystal Palace,1646.2,1.0,2018-01-01
2018,England,22,DF,Trent Alexander-Arnold,1998-10-07,1,0.0,Liverpool,England,England,2017,2.0,Liverpool,1883.5,1.0,2018-01-01
2018,England,23,GK,Nick Pope,1992-04-19,1,0.0,Burnley,England,England,2017,2.0,Burnley,1693.7,1.0,2018-01-01
2018,Panama,1,GK,Jaime Penedo,1981-09-26,131,0.0,Dinamo București,Romania,Romania,2017,30.0,Dinamo Bucuresti,1460.1,1.0,2018-01-01
2018,Panama,2,DF,Michael Amir Murillo,1996-02-11,22,2.0,New York Red Bulls,United States,United States,2017,52.0,,,,
2018,Panama,3,DF,Harold Cummings,1992-03-01,52,0.0,San Jose Earthquakes,United States,United States,2017,52.0,,,,
2018,Panama,4,DF,Fidel Escobar,1995-01-09,23,1.0,New York Red Bulls,United States,United States,2017,52.0,,,,
2018,Panama,5,DF,Román Torres,1986-03-20,111,10.0,Seattle Sounders FC,United States,United States,2017,52.0,,,,
2018,Panama,6,MF,Gabriel Gómez,1984-05-29,144,12.0,Atlético Bucaramanga,Colombia,Colombia,2017,6.0,,,,
